StatementID,BankAccountNumber,TransactionDate,ValueDate,Currency,Amount,DebitCreditIndicator,Description,BankReference,ReferenceNumber,MatchType
STM00000420,FR7614508059144921279050070,2026-03-17,2026-03-18,JPY,475481.73,C,Interest credit,BNK557918212,REF20013792,perfect
STM00000421,FR7614508059144921279050070,2026-03-27,2026-03-30,GBP,438323.43,C,Grant proceeds,BNK914955976,REF84816361,perfect
STM00000422,DE89370400440532013000,2026-01-29,2026-02-03,CHF,43227.69,C,Customer payment received,BNK677669509,REF98403383,perfect
STM00000423,US123456789012345678,2026-03-21,2026-03-23,USD,310055.00,D,Interest expense,BNK767486918,REF15386208,perfect
STM00000424,AU123456789012345,2026-03-06,2026-03-11,AUD,141239.60,C,FX contract settlement,BNK327489571,REF82009941,perfect
STM00000425,GB29NWBK60161331926819,2026-01-03,2026-01-07,CAD,371438.93,D,FX contract payment,BNK911833145,REF73023716,perfect
STM00000426,US123456789012345678,2026-03-03,2026-03-03,GBP,84272.77,D,Loan repayment,BNK286333595,REF40154246,perfect
STM00000427,US123456789012345678,2026-02-28,2026-03-02,CHF,84186.87,D,Bond redemption,BNK719357173,REF46779009,perfect
STM00000428,FR7614508059144921279050070,2026-01-26,2026-01-27,USD,369290.93,C,Trade settlement receipt,BNK354043406,REF20968483,perfect
STM00000429,GB29NWBK60161331926819,2026-03-26,2026-03-31,USD,320530.69,D,FX contract payment,BNK282689706,REF89692741,perfect
STM00000430,AU123456789012345,2026-02-17,2026-02-20,CAD,335661.78,D,Cheque payment,BNK789901446,REF67169843,perfect
STM00000431,US123456789012345678,2026-03-12,2026-03-17,CAD,50152.24,C,SEPA credit transfer,BNK341613621,REF87307678,perfect
STM00000432,US123456789012345678,2026-01-11,2026-01-13,EUR,260276.42,C,Payroll funding,BNK365746856,REF72316304,perfect
STM00000433,DE89370400440532013000,2026-02-23,2026-02-23,CAD,478223.58,C,SEPA credit transfer,BNK808286061,REF12660727,perfect
STM00000434,DE89370400440532013000,2026-03-01,2026-03-04,CAD,150429.81,D,FX contract payment,BNK325293786,REF31527870,perfect
STM00000435,FR7614508059144921279050070,2026-02-20,2026-02-25,USD,178892.63,D,Insurance premium payment,BNK279625602,REF43651309,perfect
STM00000436,AU123456789012345,2026-03-14,2026-03-14,CAD,61178.54,C,Loan drawdown,BNK205960560,REF89261094,perfect
STM00000437,FR7614508059144921279050070,2026-03-14,2026-03-18,CHF,253240.76,C,Trade settlement receipt,BNK995842933,REF22699217,perfect
STM00000438,FR7614508059144921279050070,2026-02-11,2026-02-11,AUD,139894.16,D,Interest expense,BNK745946099,REF23014881,perfect
STM00000439,GB29NWBK60161331926819,2026-03-23,2026-03-24,USD,463770.22,C,ACH credit settlement,BNK940975040,REF42592915,perfect
STM00000440,FR7614508059144921279050070,2026-03-14,2026-03-14,CAD,415261.72,D,Wire transfer outbound,BNK478578112,REF31776936,perfect
STM00000441,FR7614508059144921279050070,2026-01-05,2026-01-07,USD,74209.91,D,Service fee payment,BNK779949826,REF95874869,perfect
STM00000442,FR7614508059144921279050070,2026-03-07,2026-03-07,JPY,310064.47,C,Customer payment received,BNK800418503,REF20832885,perfect
STM00000443,DE89370400440532013000,2026-02-20,2026-02-25,JPY,25774.71,C,Payroll funding,BNK316894009,REF83479178,perfect
STM00000444,FR7614508059144921279050070,2026-03-01,2026-03-01,CAD,178966.23,D,ACH debit settlement,BNK775780242,REF82037935,perfect
STM00000445,GB29NWBK60161331926819,2026-02-08,2026-02-09,USD,139624.92,C,Refund received,BNK251505513,REF60397884,perfect
STM00000446,FR7614508059144921279050070,2026-01-23,2026-01-23,AUD,47929.39,D,Bond redemption,BNK770602245,REF78701428,perfect
STM00000447,GB29NWBK60161331926819,2026-01-30,2026-01-30,AUD,269771.27,D,Wire transfer outbound,BNK717247337,REF67100187,perfect
STM00000448,FR7614508059144921279050070,2026-02-20,2026-02-24,CAD,315000.52,D,ACH debit settlement,BNK238582864,REF43238803,perfect
STM00000449,FR7614508059144921279050070,2026-03-20,2026-03-23,USD,393466.60,C,Payroll funding,BNK230061367,REF64930654,perfect
STM00000450,GB29NWBK60161331926819,2026-02-20,2026-02-25,USD,237447.19,D,Cheque payment,BNK271705808,REF16265036,perfect
STM00000451,US123456789012345678,2026-02-13,2026-02-16,USD,40429.70,D,FX contract payment,BNK835933362,REF50989320,perfect
STM00000452,DE89370400440532013000,2026-02-07,2026-02-11,GBP,260708.82,D,Service fee payment,BNK379657038,REF56458193,perfect
STM00000453,GB29NWBK60161331926819,2026-01-06,2026-01-07,GBP,26629.56,C,Equity sale proceeds,BNK414004714,REF35934716,perfect
STM00000454,AU123456789012345,2026-02-17,2026-02-17,AUD,203520.94,D,Loan repayment,BNK636318204,REF61532749,perfect
STM00000455,FR7614508059144921279050070,2026-02-01,2026-02-01,EUR,104063.50,D,Tax remittance,BNK159806400,REF58773763,perfect
STM00000456,US123456789012345678,2026-02-21,2026-02-25,USD,407683.20,C,Bond coupon payment,BNK991069032,REF18836029,perfect
STM00000457,GB29NWBK60161331926819,2026-02-27,2026-03-02,JPY,432460.25,D,Commission expense,BNK598169946,REF99420936,perfect
STM00000458,GB29NWBK60161331926819,2026-02-06,2026-02-11,EUR,375567.18,C,Loan drawdown,BNK529791636,REF18859736,perfect
STM00000459,DE89370400440532013000,2026-02-13,2026-02-18,GBP,234601.59,D,Trade settlement payment,BNK592698364,REF37104550,perfect
STM00000460,DE89370400440532013000,2026-01-25,2026-01-25,CAD,321716.30,D,Service fee payment,BNK953160819,REF96127137,perfect
STM00000461,FR7614508059144921279050070,2026-02-06,2026-02-06,EUR,312870.18,D,Interest expense,BNK664131522,REF86322900,perfect
STM00000462,DE89370400440532013000,2026-03-18,2026-03-19,CAD,475065.66,D,Insurance premium payment,BNK957494947,REF97033686,perfect
STM00000463,US123456789012345678,2026-03-22,2026-03-25,USD,473616.88,D,Invoice payment to vendor,BNK790531646,REF15243828,perfect
STM00000464,GB29NWBK60161331926819,2026-02-26,2026-03-02,EUR,93192.27,D,Cheque payment,BNK966153769,REF63538669,perfect
STM00000465,DE89370400440532013000,2026-01-10,2026-01-10,USD,14214.54,D,FX contract payment,BNK119926240,REF28839698,perfect
STM00000466,GB29NWBK60161331926819,2026-02-11,2026-02-11,USD,440843.61,D,Loan repayment,BNK165953760,REF69474671,perfect
STM00000467,FR7614508059144921279050070,2026-03-28,2026-03-28,EUR,78084.47,D,ACH debit settlement,BNK233922259,REF42745006,perfect
STM00000468,AU123456789012345,2026-02-14,2026-02-16,AUD,202927.44,C,Sales proceeds,BNK489999371,REF10885846,perfect
STM00000469,GB29NWBK60161331926819,2026-03-03,2026-03-03,EUR,202547.83,D,FX contract payment,BNK953954768,REF58522237,perfect
STM00000470,AU123456789012345,2026-03-05,2026-03-06,CAD,478110.06,C,Customer payment received,BNK355991440,REF71909325,perfect
STM00000471,GB29NWBK60161331926819,2026-02-15,2026-02-16,GBP,115274.21,D,Interest expense,BNK703653064,REF86620102,perfect
STM00000472,FR7614508059144921279050070,2026-02-03,2026-02-06,CHF,475114.42,C,Customer payment received,BNK148945032,REF66367260,perfect
STM00000473,AU123456789012345,2026-03-03,2026-03-05,GBP,165818.65,D,Interest expense,BNK459619790,REF91394853,perfect
STM00000474,US123456789012345678,2026-02-22,2026-02-23,CAD,75849.12,D,Invoice payment to vendor,BNK381878626,REF79535229,perfect
STM00000475,FR7614508059144921279050070,2026-02-20,2026-02-24,GBP,484166.51,C,Invoice payment INV-8806,BNK373960692,REF54784067,perfect
STM00000476,DE89370400440532013000,2026-02-14,2026-02-18,USD,43163.84,D,Trade settlement payment,BNK254885585,REF29141079,perfect
STM00000477,US123456789012345678,2026-01-17,2026-01-17,JPY,488818.27,C,Wire transfer inbound,BNK164558603,REF48264835,perfect
STM00000478,GB29NWBK60161331926819,2026-01-11,2026-01-13,CHF,2790.79,C,Payroll funding,BNK417008417,REF82677905,perfect
STM00000479,DE89370400440532013000,2026-02-07,2026-02-09,EUR,94719.63,D,Wire transfer outbound,BNK613325014,REF30433560,perfect
STM00000480,AU123456789012345,2026-03-17,2026-03-17,USD,68223.08,C,Customer payment received,BNK768092250,REF54500294,perfect
STM00000481,GB29NWBK60161331926819,2026-02-27,2026-03-04,GBP,364203.75,C,Loan drawdown,BNK713096083,REF11900233,perfect
STM00000482,DE89370400440532013000,2026-02-03,2026-02-05,CAD,27184.14,D,Intercompany transfer out,BNK627224196,REF44525162,perfect
STM00000483,DE89370400440532013000,2026-01-22,2026-01-22,CAD,469333.29,D,Service fee payment,BNK820515514,REF69495174,perfect
STM00000484,DE89370400440532013000,2026-03-07,2026-03-09,USD,266683.46,C,Loan drawdown,BNK847496992,REF49720906,perfect
STM00000485,DE89370400440532013000,2026-01-21,2026-01-26,JPY,322072.97,D,Wire transfer outbound,BNK146507452,REF84289410,perfect
STM00000486,US123456789012345678,2026-01-01,2026-01-01,AUD,377672.32,C,Refund received,BNK673872016,REF77988994,perfect
STM00000487,FR7614508059144921279050070,2026-01-23,2026-01-28,GBP,356989.86,C,SEPA credit transfer,BNK549372687,REF14042828,perfect
STM00000488,DE89370400440532013000,2026-03-04,2026-03-09,CHF,89328.03,C,Deposit received,BNK940935754,REF93732448,perfect
STM00000489,GB29NWBK60161331926819,2026-01-31,2026-02-03,AUD,236444.00,C,Deposit received,BNK533664234,REF85013396,perfect
STM00000490,US123456789012345678,2026-01-04,2026-01-07,JPY,67344.67,D,Cheque payment,BNK613785011,REF31940020,perfect
STM00000491,DE89370400440532013000,2026-03-30,2026-04-01,AUD,298640.27,D,Insurance premium payment,BNK139650717,REF30955179,perfect
STM00000492,DE89370400440532013000,2026-03-11,2026-03-12,JPY,271945.50,C,Payroll funding,BNK406517154,REF98568904,perfect
STM00000493,FR7614508059144921279050070,2026-03-12,2026-03-16,GBP,290435.41,C,Dividend income,BNK139226996,REF40087736,perfect
STM00000494,GB29NWBK60161331926819,2026-02-25,2026-03-02,JPY,415341.49,D,Intercompany transfer out,BNK754755325,REF33394528,perfect
STM00000495,DE89370400440532013000,2026-01-28,2026-01-30,GBP,245769.02,C,Grant proceeds,BNK608952408,REF56387729,perfect
STM00000496,DE89370400440532013000,2026-01-18,2026-01-18,CHF,293477.84,D,Invoice payment to vendor,BNK582401334,REF57959529,perfect
STM00000497,FR7614508059144921279050070,2026-03-23,2026-03-26,GBP,391397.64,D,Cheque payment,BNK159302701,REF68462049,perfect
STM00000498,FR7614508059144921279050070,2026-03-05,2026-03-09,AUD,55063.45,C,Refund received,BNK274667955,REF91705101,perfect
STM00000499,AU123456789012345,2026-01-05,2026-01-05,GBP,204787.78,D,Invoice payment to vendor,BNK683965440,REF29243755,perfect
STM00000500,GB29NWBK60161331926819,2026-03-09,2026-03-09,JPY,266810.96,D,Trade settlement payment,BNK238603069,REF18782068,perfect
STM00000501,DE89370400440532013000,2026-03-27,2026-03-31,CAD,224079.02,C,Commission income,BNK937504339,REF63291214,perfect
STM00000502,FR7614508059144921279050070,2026-01-09,2026-01-12,CHF,74020.30,D,Bond redemption,BNK177015093,REF86574613,perfect
STM00000503,FR7614508059144921279050070,2026-01-24,2026-01-27,GBP,89648.25,D,Trade settlement payment,BNK344821902,REF38692633,perfect
STM00000504,AU123456789012345,2026-02-11,2026-02-16,GBP,91811.99,C,Sales proceeds,BNK944407380,REF17515704,perfect
STM00000505,DE89370400440532013000,2026-01-30,2026-02-03,CAD,445293.15,D,Intercompany transfer out,BNK905194571,REF55342835,perfect
STM00000506,DE89370400440532013000,2026-03-13,2026-03-13,EUR,331514.19,D,Tax remittance,BNK622895086,REF73414550,perfect
STM00000507,FR7614508059144921279050070,2026-03-17,2026-03-19,EUR,405312.67,C,Bond coupon payment,BNK470385701,REF91350683,perfect
STM00000508,DE89370400440532013000,2026-03-10,2026-03-10,JPY,114444.31,C,Grant proceeds,BNK998820672,REF48767978,perfect
STM00000509,FR7614508059144921279050070,2026-01-14,2026-01-19,JPY,337865.69,C,ACH credit settlement,BNK799340699,REF50571185,perfect
STM00000510,GB29NWBK60161331926819,2026-02-04,2026-02-09,AUD,457173.90,C,Dividend income,BNK567544097,REF43438442,perfect
STM00000511,US123456789012345678,2026-03-10,2026-03-11,CAD,279414.38,D,Supplier payment,BNK924270294,REF85178511,perfect
STM00000512,DE89370400440532013000,2026-02-13,2026-02-17,GBP,199593.24,C,Customer advance payment,BNK125054673,REF20022043,perfect
STM00000513,GB29NWBK60161331926819,2026-01-10,2026-01-13,GBP,387865.88,C,SEPA credit transfer,BNK413139723,REF76612936,perfect
STM00000514,FR7614508059144921279050070,2026-02-25,2026-03-02,JPY,187048.18,C,ACH credit settlement,BNK512542882,REF70050143,perfect
STM00000515,AU123456789012345,2026-02-06,2026-02-09,CHF,170315.68,C,Equity sale proceeds,BNK711442979,REF98268935,perfect
STM00000516,FR7614508059144921279050070,2026-01-24,2026-01-24,CHF,299559.17,D,ACH debit settlement,BNK959947955,REF45930113,perfect
STM00000517,US123456789012345678,2026-02-03,2026-02-03,CHF,292173.84,D,FX contract payment,BNK813257193,REF59106081,perfect
STM00000518,US123456789012345678,2026-02-01,2026-02-04,CHF,104452.54,D,Commission expense,BNK359301438,REF51375903,perfect
STM00000519,AU123456789012345,2026-03-04,2026-03-06,GBP,362490.49,D,Invoice payment to vendor,BNK819423795,REF93406802,perfect
STM00000520,US123456789012345678,2026-02-11,2026-02-11,EUR,330317.70,D,Insurance premium payment,BNK995756964,REF39138035,perfect
STM00000521,GB29NWBK60161331926819,2026-01-10,2026-01-13,EUR,120592.65,C,ACH credit settlement,BNK820987439,REF32154186,perfect
STM00000522,AU123456789012345,2026-01-27,2026-01-29,CAD,197123.02,D,Cheque payment,BNK174368945,REF27330098,perfect
STM00000523,GB29NWBK60161331926819,2026-03-19,2026-03-24,CHF,7188.75,D,Commission expense,BNK494830053,REF58330076,perfect
STM00000524,AU123456789012345,2026-02-03,2026-02-04,GBP,252675.34,C,Equity sale proceeds,BNK837599784,REF37489400,perfect
STM00000525,DE89370400440532013000,2026-02-13,2026-02-18,JPY,218159.94,C,FX contract settlement,BNK600350159,REF76815554,perfect
STM00000526,GB29NWBK60161331926819,2026-01-25,2026-01-25,EUR,24342.76,C,FX contract settlement,BNK511892737,REF94333074,perfect
STM00000527,FR7614508059144921279050070,2026-02-17,2026-02-18,CAD,479776.52,C,Loan drawdown,BNK524829310,REF26480336,perfect
STM00000528,AU123456789012345,2026-02-04,2026-02-09,GBP,38694.79,D,Trade settlement payment,BNK302147998,REF15575732,perfect
STM00000529,GB29NWBK60161331926819,2026-03-21,2026-03-25,CAD,72902.06,D,SEPA direct debit,BNK270301189,REF28769487,perfect
STM00000530,GB29NWBK60161331926819,2026-02-05,2026-02-05,EUR,300658.08,D,Rent payment,BNK208181565,REF47035366,perfect
STM00000531,US123456789012345678,2026-03-20,2026-03-24,CHF,367447.40,C,Dividend income,BNK965646672,REF55632382,perfect
STM00000532,US123456789012345678,2026-02-12,2026-02-17,USD,458272.94,C,Wire transfer inbound,BNK511736810,REF96059969,perfect
STM00000533,AU123456789012345,2026-02-06,2026-02-09,GBP,131754.77,C,Sales proceeds,BNK225820681,REF50787546,perfect
STM00000534,GB29NWBK60161331926819,2026-03-07,2026-03-09,JPY,458126.06,D,ACH debit settlement,BNK305506300,REF62247729,perfect
STM00000535,GB29NWBK60161331926819,2026-02-01,2026-02-03,AUD,390214.88,D,Commission expense,BNK433237482,REF12255448,perfect
STM00000536,AU123456789012345,2026-02-01,2026-02-04,JPY,326832.71,C,ACH credit settlement,BNK242447469,REF39069965,perfect
STM00000537,FR7614508059144921279050070,2026-03-18,2026-03-18,USD,36642.86,D,Trade settlement payment,BNK101697638,REF42088548,perfect
STM00000538,GB29NWBK60161331926819,2026-03-20,2026-03-20,AUD,231611.48,C,Customer advance payment,BNK661564976,REF33150129,perfect
STM00000539,FR7614508059144921279050070,2026-02-18,2026-02-20,GBP,24786.58,D,Trade settlement payment,BNK849040020,REF76604949,perfect
STM00000540,AU123456789012345,2026-01-30,2026-02-03,EUR,499867.78,D,Payroll disbursement,BNK734734515,REF30937567,perfect
STM00000541,DE89370400440532013000,2026-02-16,2026-02-17,CHF,140314.99,D,Cheque payment,BNK465783454,REF74815996,perfect
STM00000542,US123456789012345678,2026-02-10,2026-02-10,CHF,5539.54,C,Wire transfer inbound,BNK264607706,REF66008711,perfect
STM00000543,US123456789012345678,2026-01-10,2026-01-14,CAD,486509.46,D,SEPA direct debit,BNK576522038,REF19836754,perfect
STM00000544,AU123456789012345,2026-03-03,2026-03-05,JPY,76471.97,D,Service fee payment,BNK441482575,REF87085925,perfect
STM00000545,AU123456789012345,2026-03-09,2026-03-11,USD,417742.99,C,FX contract settlement,BNK409554260,REF41205632,perfect
STM00000546,DE89370400440532013000,2026-02-09,2026-02-11,GBP,253187.69,C,SEPA credit transfer,BNK664906154,REF18951206,perfect
STM00000547,DE89370400440532013000,2026-02-14,2026-02-16,CHF,303432.22,D,Cheque payment,BNK658215699,REF75472080,perfect
STM00000548,US123456789012345678,2026-03-18,2026-03-19,JPY,326973.98,C,Trade settlement receipt,BNK478023843,REF40342287,perfect
STM00000549,DE89370400440532013000,2026-01-29,2026-01-30,EUR,99293.95,C,SEPA credit transfer,BNK216378302,REF53675440,perfect
STM00000550,GB29NWBK60161331926819,2026-02-21,2026-02-24,AUD,431717.47,D,Equipment purchase,BNK345700289,REF79595732,perfect
STM00000551,DE89370400440532013000,2026-03-14,2026-03-16,USD,137742.62,D,Service fee payment,BNK875074773,REF59578313,oneToMany
STM00000552,DE89370400440532013000,2026-03-14,2026-03-16,USD,183072.57,D,Utility payment,BNK428214451,REF59578313,oneToMany
STM00000553,DE89370400440532013000,2026-03-14,2026-03-16,USD,130893.55,D,Equipment purchase,BNK923664483,REF59578313,oneToMany
STM00000554,GB29NWBK60161331926819,2026-01-25,2026-01-25,GBP,95332.69,D,Service fee payment,BNK665605506,REF82552644,oneToMany
STM00000555,GB29NWBK60161331926819,2026-01-25,2026-01-25,GBP,69199.43,D,Loan repayment,BNK945363049,REF82552644,oneToMany
STM00000556,GB29NWBK60161331926819,2026-02-05,2026-02-05,GBP,171596.44,C,Grant proceeds,BNK435940150,REF96991581,oneToMany
STM00000557,GB29NWBK60161331926819,2026-02-05,2026-02-05,GBP,175888.97,C,Loan drawdown,BNK736216392,REF96991581,oneToMany
STM00000558,AU123456789012345,2026-02-18,2026-02-23,USD,34219.47,C,Customer payment received,BNK538709752,REF79734517,oneToMany
STM00000559,AU123456789012345,2026-02-18,2026-02-23,USD,32269.90,C,SEPA credit transfer,BNK508549134,REF79734517,oneToMany
STM00000560,AU123456789012345,2026-02-18,2026-02-23,USD,23421.32,C,Dividend income,BNK831667228,REF79734517,oneToMany
STM00000561,AU123456789012345,2026-03-27,2026-03-31,AUD,48681.83,D,Tax remittance,BNK821685020,REF38149985,oneToMany
STM00000562,AU123456789012345,2026-03-27,2026-03-31,AUD,70897.77,D,Equipment purchase,BNK968228289,REF38149985,oneToMany
STM00000563,US123456789012345678,2026-02-05,2026-02-10,AUD,84309.26,D,Insurance premium payment,BNK517553559,REF13493670,oneToMany
STM00000564,US123456789012345678,2026-02-05,2026-02-10,AUD,97224.18,D,Intercompany transfer out,BNK572383102,REF13493670,oneToMany
STM00000565,US123456789012345678,2026-01-29,2026-01-29,USD,59354.21,D,Insurance premium payment,BNK184271165,REF12920988,oneToMany
STM00000566,US123456789012345678,2026-01-29,2026-01-29,USD,56848.60,D,Service fee payment,BNK518160595,REF12920988,oneToMany
STM00000567,US123456789012345678,2026-01-29,2026-01-29,USD,63460.22,D,Intercompany transfer out,BNK593020693,REF12920988,oneToMany
STM00000568,DE89370400440532013000,2026-02-03,2026-02-05,CHF,44145.06,D,Equipment purchase,BNK634215264,REF91970421,oneToMany
STM00000569,DE89370400440532013000,2026-02-03,2026-02-05,CHF,38596.43,D,SEPA direct debit,BNK439728032,REF91970421,oneToMany
STM00000570,DE89370400440532013000,2026-02-03,2026-02-05,CHF,49014.06,D,Insurance premium payment,BNK307290211,REF91970421,oneToMany
STM00000571,US123456789012345678,2026-02-20,2026-02-25,CHF,175087.55,C,Bond coupon payment,BNK383059430,REF47371458,oneToMany
STM00000572,US123456789012345678,2026-02-20,2026-02-25,CHF,125582.88,C,Intercompany transfer in,BNK299125438,REF47371458,oneToMany
STM00000573,FR7614508059144921279050070,2026-01-07,2026-01-07,CHF,178738.57,D,Intercompany transfer out,BNK876093511,REF70657915,oneToMany
STM00000574,FR7614508059144921279050070,2026-01-07,2026-01-07,CHF,240018.87,D,Wire transfer outbound,BNK841663319,REF70657915,oneToMany
STM00000575,FR7614508059144921279050070,2026-01-06,2026-01-09,JPY,98120.18,C,Loan drawdown,BNK816516900,REF79413549,oneToMany
STM00000576,FR7614508059144921279050070,2026-01-06,2026-01-09,JPY,99002.32,C,Customer payment received,BNK453025250,REF79413549,oneToMany
STM00000577,FR7614508059144921279050070,2026-03-17,2026-03-20,USD,141819.58,D,FX contract payment,BNK607720521,REF23889216,oneToMany
STM00000578,FR7614508059144921279050070,2026-03-17,2026-03-20,USD,113660.30,D,Loan repayment,BNK448461171,REF23889216,oneToMany
STM00000579,FR7614508059144921279050070,2026-03-17,2026-03-20,USD,117293.19,D,Invoice payment to vendor,BNK485143179,REF23889216,oneToMany
STM00000580,US123456789012345678,2026-03-08,2026-03-08,USD,88800.26,D,Bond redemption,BNK262172455,REF57838448,oneToMany
STM00000581,US123456789012345678,2026-03-08,2026-03-08,USD,124468.74,D,FX contract payment,BNK227951868,REF57838448,oneToMany
STM00000582,US123456789012345678,2026-03-08,2026-03-08,USD,96620.84,D,Cheque payment,BNK859934704,REF57838448,oneToMany
STM00000583,FR7614508059144921279050070,2026-01-11,2026-01-14,JPY,181137.78,C,Intercompany transfer in,BNK238506123,REF20610194,oneToMany
STM00000584,FR7614508059144921279050070,2026-01-11,2026-01-14,JPY,163983.39,C,Loan drawdown,BNK895772292,REF20610194,oneToMany
STM00000585,US123456789012345678,2026-02-17,2026-02-17,AUD,133865.12,C,Trade settlement receipt,BNK768234970,REF40754811,oneToMany
STM00000586,US123456789012345678,2026-02-17,2026-02-17,AUD,143497.89,C,Deposit received,BNK200524063,REF40754811,oneToMany
STM00000587,US123456789012345678,2026-02-17,2026-02-17,AUD,137801.36,C,Invoice payment INV-4059,BNK105190143,REF40754811,oneToMany
STM00000588,DE89370400440532013000,2026-01-22,2026-01-22,JPY,83826.00,C,Payroll funding,BNK604676172,REF90562337,oneToMany
STM00000589,DE89370400440532013000,2026-01-22,2026-01-22,JPY,105116.05,C,Commission income,BNK830723693,REF90562337,oneToMany
STM00000590,DE89370400440532013000,2026-02-27,2026-03-04,CHF,76562.56,D,FX contract payment,BNK728238461,REF99525157,oneToMany
STM00000591,DE89370400440532013000,2026-02-27,2026-03-04,CHF,89309.61,D,Loan repayment,BNK751730109,REF99525157,oneToMany
STM00000592,DE89370400440532013000,2026-02-27,2026-03-04,CHF,63153.41,D,Commission expense,BNK707238994,REF99525157,oneToMany
STM00000593,DE89370400440532013000,2026-01-04,2026-01-06,GBP,110292.24,D,Payroll disbursement,BNK690084779,REF79764322,oneToMany
STM00000594,DE89370400440532013000,2026-01-04,2026-01-06,GBP,108756.60,D,Tax remittance,BNK499106800,REF79764322,oneToMany
STM00000595,DE89370400440532013000,2026-01-04,2026-01-06,GBP,142565.43,D,Payroll disbursement,BNK570294915,REF79764322,oneToMany
STM00000596,GB29NWBK60161331926819,2026-03-15,2026-03-18,JPY,90544.25,D,Interest expense,BNK979629103,REF90913832,oneToMany
STM00000597,GB29NWBK60161331926819,2026-03-15,2026-03-18,JPY,67295.43,D,Invoice payment to vendor,BNK547018923,REF90913832,oneToMany
STM00000598,DE89370400440532013000,2026-02-06,2026-02-10,JPY,1554.85,D,Utility payment,BNK393097228,REF26161649,oneToMany
STM00000599,DE89370400440532013000,2026-02-06,2026-02-10,JPY,1222.75,D,Utility payment,BNK668835858,REF26161649,oneToMany
STM00000600,DE89370400440532013000,2026-02-06,2026-02-10,JPY,1189.14,D,Tax remittance,BNK124244804,REF26161649,oneToMany
STM00000601,AU123456789012345,2026-03-07,2026-03-11,CAD,28996.42,C,Wire transfer inbound,BNK855111724,REF98181758,oneToMany
STM00000602,AU123456789012345,2026-03-07,2026-03-11,CAD,37155.81,C,Customer payment received,BNK792461178,REF98181758,oneToMany
STM00000603,AU123456789012345,2026-03-07,2026-03-11,CAD,26462.33,C,Refund received,BNK511618597,REF98181758,oneToMany
STM00000604,DE89370400440532013000,2026-03-12,2026-03-17,CHF,44810.17,D,Insurance premium payment,BNK757736602,REF16730684,oneToMany
STM00000605,DE89370400440532013000,2026-03-12,2026-03-17,CHF,42320.92,D,Wire transfer outbound,BNK614621145,REF16730684,oneToMany
STM00000606,AU123456789012345,2026-02-17,2026-02-17,USD,183690.69,D,Service fee payment,BNK993630849,REF46341830,oneToMany
STM00000607,AU123456789012345,2026-02-17,2026-02-17,USD,127129.39,D,ACH debit settlement,BNK285167144,REF46341830,oneToMany
STM00000608,AU123456789012345,2026-02-17,2026-02-17,USD,166589.09,D,Payroll disbursement,BNK832496487,REF46341830,oneToMany
STM00000609,AU123456789012345,2026-02-22,2026-02-23,CAD,6922.24,D,Trade settlement payment,BNK425138500,REF91905083,oneToMany
STM00000610,AU123456789012345,2026-02-22,2026-02-23,CAD,8354.16,D,Invoice payment to vendor,BNK327024675,REF91905083,oneToMany
STM00000611,GB29NWBK60161331926819,2026-01-10,2026-01-10,AUD,66318.27,C,Customer payment received,BNK846097337,REF53298866,oneToMany
STM00000612,GB29NWBK60161331926819,2026-01-10,2026-01-10,AUD,44647.11,C,Dividend income,BNK325767799,REF53298866,oneToMany
STM00000613,DE89370400440532013000,2026-02-11,2026-02-13,GBP,100669.62,C,Equity sale proceeds,BNK575801197,REF50525816,oneToMany
STM00000614,DE89370400440532013000,2026-02-11,2026-02-13,GBP,93978.81,C,FX contract settlement,BNK329693470,REF50525816,oneToMany
STM00000615,DE89370400440532013000,2026-02-11,2026-02-13,GBP,82059.44,C,Interest credit,BNK915168001,REF50525816,oneToMany
STM00000616,FR7614508059144921279050070,2026-02-13,2026-02-17,USD,47014.72,D,Cheque payment,BNK448385687,REF37056147,oneToMany
STM00000617,FR7614508059144921279050070,2026-02-13,2026-02-17,USD,34784.08,D,Cheque payment,BNK853017029,REF37056147,oneToMany
STM00000618,US123456789012345678,2026-02-21,2026-02-21,USD,114369.94,C,Invoice payment INV-5055,BNK505963321,REF37731293,oneToMany
STM00000619,US123456789012345678,2026-02-21,2026-02-21,USD,139982.75,C,Customer payment received,BNK302772261,REF37731293,oneToMany
STM00000620,DE89370400440532013000,2026-03-05,2026-03-06,GBP,7566.41,C,Interest credit,BNK362662954,REF27100623,oneToMany
STM00000621,DE89370400440532013000,2026-03-05,2026-03-06,GBP,7805.19,C,Equity sale proceeds,BNK886936294,REF27100623,oneToMany
STM00000622,FR7614508059144921279050070,2026-02-03,2026-02-05,GBP,53669.10,D,Interest expense,BNK956330030,REF29073003,oneToMany
STM00000623,FR7614508059144921279050070,2026-02-03,2026-02-05,GBP,69411.62,D,Tax remittance,BNK974588807,REF29073003,oneToMany
STM00000624,FR7614508059144921279050070,2026-02-03,2026-02-05,GBP,66357.26,D,Wire transfer outbound,BNK600006195,REF29073003,oneToMany
STM00000625,FR7614508059144921279050070,2026-02-09,2026-02-11,JPY,71885.42,D,Utility payment,BNK871803832,REF50487213,oneToMany
STM00000626,FR7614508059144921279050070,2026-02-09,2026-02-11,JPY,49889.08,D,Trade settlement payment,BNK313322615,REF50487213,oneToMany
STM00000627,FR7614508059144921279050070,2026-02-09,2026-02-11,JPY,73753.28,D,Cheque payment,BNK843625949,REF50487213,oneToMany
